COMMUNICATION,QUALITY,PRICING,RESPECTING DEADLINES,ACCESIBILITY,MEETING EXPECTATIONS,EFFECTIVITY,CLASS
1,4,3,5,2,1,47.056599999999996,0
1,10,3,7,2,1,70.5838,1
2,9,1,5,1,3,61.7629,1
1,6,4,3,4,3,61.763000000000005,1
3,6,4,2,5,2,64.705,1
4,8,1,6,3,3,73.5285,1
2,2,1,1,1,4,32.3546,0
4,5,4,1,3,1,52.9411,0
4,3,2,1,1,1,35.2951,0
4,9,3,5,4,3,82.35159999999999,1
2,7,1,3,2,2,49.9988,0
3,4,3,1,4,2,50.00020000000001,0
1,8,4,3,3,4,67.6453,1
4,5,4,7,2,2,70.587,1
4,1,2,6,4,2,55.88270000000001,0
4,7,1,6,5,2,73.52820000000001,1
3,4,4,4,4,2,61.7639,1
4,6,2,5,1,3,61.7646,1
3,5,4,7,3,1,67.64479999999999,1
4,8,1,6,2,2,67.6458,1
1,3,4,2,4,4,52.941,0
3,2,2,5,2,3,50.0004,0
3,9,1,7,1,4,73.528,1
2,7,2,1,4,4,58.82340000000001,0
1,7,3,5,5,4,73.5274,1
2,6,3,7,5,4,79.41000000000001,1
4,9,2,3,2,3,67.64659999999999,1
4,9,3,3,1,3,67.6465,1
2,10,4,2,4,1,67.64419999999998,1
1,2,3,1,2,1,29.4112,0
1,7,3,4,4,2,61.7622,1
2,4,2,7,1,3,55.88119999999999,0
4,4,2,1,2,4,50.00189999999999,0
3,1,4,5,4,3,58.8237,0
1,9,1,3,4,4,64.7043,1
2,1,1,2,5,1,35.294200000000004,0
3,1,3,3,3,1,41.1766,0
3,5,2,7,1,4,64.7054,1
3,4,1,1,5,2,47.0593,0
2,5,4,2,5,4,64.7056,1
1,4,2,7,5,3,64.7039,1
3,3,1,2,2,2,38.236,0
1,10,3,6,3,2,73.5256,1
4,1,2,4,5,3,55.8836,0
3,7,4,1,2,4,61.7649,1
3,5,2,4,2,4,58.823800000000006,0
4,4,3,2,1,3,50.001099999999994,0
2,6,4,4,1,2,55.8807,0
3,6,2,2,3,3,55.88239999999999,0
2,3,4,3,4,4,58.8236,0
1,9,1,5,4,2,64.7029,1
1,8,3,6,3,3,70.58539999999999,1
3,1,2,2,1,2,32.354099999999995,0
2,2,3,7,1,3,52.9404,0
3,2,2,2,1,2,35.295,0
4,5,4,2,2,2,55.88249999999999,0
4,10,3,7,5,4,97.057,1
1,10,4,1,1,4,61.763099999999994,1
1,10,2,1,2,4,58.822199999999995,0
3,10,4,4,4,1,76.46769999999998,1
4,2,1,3,1,3,41.178200000000004,0
2,6,3,4,5,1,61.76250000000001,1
1,7,4,1,1,4,52.9404,0
4,2,1,2,5,4,52.94330000000001,0
3,7,4,2,2,3,61.76419999999999,1
2,2,3,5,2,1,44.116499999999995,0
3,8,4,2,5,2,70.5868,1
2,8,4,7,1,2,70.5852,1
1,9,1,3,1,3,52.939400000000006,0
1,10,4,7,3,1,76.46589999999999,1
3,2,2,1,2,2,35.2952,0
1,6,3,6,5,2,67.64420000000001,1
3,2,4,6,2,2,55.8817,0
1,7,2,2,3,2,49.9983,0
2,1,3,3,1,1,32.3527,0
1,5,1,3,3,4,49.9996,0
1,1,4,7,3,4,58.82260000000001,0
2,6,2,1,2,3,47.0587,0
1,2,2,6,4,2,49.99850000000001,0
3,9,4,5,3,4,82.3514,1
2,6,2,1,1,3,44.117599999999996,0
1,2,1,4,2,1,32.3519,0
4,10,1,5,2,4,76.4699,1
1,4,2,5,4,2,52.9394,0
4,3,3,4,4,2,58.82370000000001,0
1,6,1,6,1,1,47.056200000000004,0
4,5,2,1,4,2,52.9418,0
2,3,2,7,3,3,58.822500000000005,0
4,4,4,4,3,2,61.7645,1
4,4,2,6,4,1,61.7638,1
2,3,1,5,5,4,58.82350000000001,0
2,3,4,4,4,3,58.822900000000004,0
4,7,2,7,2,2,70.5868,1
1,7,2,6,3,2,61.76190000000001,1
4,9,1,2,5,4,73.5296,1
3,7,1,2,5,3,61.7645,1
1,7,1,1,3,3,47.05799999999999,0
1,9,1,3,1,3,52.939400000000006,0
3,3,4,6,4,3,67.6464,1
2,4,1,6,4,2,55.88100000000001,0
4,7,3,2,2,2,58.823299999999996,0
4,5,2,6,3,4,70.58840000000001,1
3,7,3,3,5,3,70.5874,1
2,1,4,4,2,3,47.058899999999994,0
4,2,4,4,1,1,47.0589,0
2,2,3,5,5,3,58.82299999999999,0
3,1,2,5,4,1,47.058499999999995,0
2,4,3,1,5,1,47.058,0
4,10,2,4,5,4,85.2933,1
2,5,1,6,4,4,64.7051,1
3,4,2,1,5,4,55.8835,0
3,2,4,1,2,4,47.0604,0
2,6,2,6,2,4,64.7048,1
2,9,3,7,1,3,73.5267,1
2,2,1,3,4,4,47.05970000000001,0
1,9,4,4,2,3,67.64439999999999,1
2,2,1,7,5,4,61.76440000000001,1
4,7,1,3,2,4,61.7654,1
3,8,2,3,1,2,55.8813,0
3,4,2,1,5,2,50.0003,0
2,10,3,7,2,2,76.4671,1
4,10,1,7,3,3,82.3512,1
4,8,1,7,2,2,70.58670000000001,1
4,6,3,7,1,1,64.7042,1
3,4,4,7,3,1,64.70389999999999,1
2,4,2,6,5,2,61.7631,1
2,7,1,2,3,4,55.88220000000001,0
4,2,2,6,3,4,61.76570000000001,1
2,4,1,5,5,3,58.8228,0
1,7,4,2,1,2,49.9981,0
3,9,1,6,4,3,76.4688,1
1,6,2,2,3,3,49.998999999999995,0
1,6,4,4,4,2,61.7623,1
4,2,3,7,3,3,64.706,1
1,9,3,6,2,4,73.5268,1
1,1,1,3,5,3,41.17659999999999,0
4,2,3,7,3,1,58.82280000000001,0
2,9,1,3,3,2,58.82170000000001,0
3,8,3,2,3,3,64.70519999999999,1
4,9,3,3,1,4,70.5881,1
2,8,4,4,4,2,70.58579999999999,1
1,6,4,5,5,2,67.6443,1
2,3,1,2,1,1,29.4116,0
1,10,4,1,3,1,58.8205,0
2,6,3,4,4,4,67.64620000000001,1
4,3,1,6,2,1,49.9997,0
1,7,3,4,3,2,58.8211,0
2,7,2,4,5,1,61.76240000000001,1
2,2,2,7,3,2,52.94,0
1,9,3,2,4,3,64.7038,1
3,7,2,6,5,3,76.4691,1
2,3,2,6,4,4,61.764300000000006,1
1,10,4,2,4,3,70.5857,1
3,9,1,5,1,2,61.763,1
3,7,1,2,3,1,49.999100000000006,0
4,5,1,4,4,1,55.8819,0
2,5,3,7,3,3,67.64529999999999,1
1,8,4,7,5,2,79.4079,1
4,6,2,2,1,2,50.0003,0
1,1,1,1,5,4,38.2364,0
3,1,4,4,2,1,44.117399999999996,0
3,3,4,3,3,1,49.9994,0
2,7,3,4,2,3,61.7633,1
1,2,4,3,4,4,52.941,0
2,6,2,7,1,4,64.7046,1
3,6,3,5,3,4,70.58770000000001,1
1,9,1,4,4,3,64.70360000000001,1
4,6,2,7,2,4,73.5291,1
1,9,2,5,1,2,58.820600000000006,0
2,7,3,7,4,2,73.5266,1
1,3,1,7,1,3,47.05760000000001,0
2,10,3,6,1,4,76.46830000000001,1
2,4,1,1,1,3,35.294799999999995,0
4,6,2,6,1,2,61.76390000000001,1
3,8,4,7,2,4,82.35119999999999,1
4,3,3,5,3,2,58.82350000000001,0
4,4,3,5,3,4,67.64760000000001,1
2,6,3,3,2,2,52.93990000000001,0
1,8,3,7,4,2,73.5258,1
4,9,4,4,3,3,79.41059999999999,1
2,3,3,7,1,3,55.881299999999996,0
4,7,2,4,3,2,64.7052,1
2,7,3,2,1,2,49.9988,0
1,1,4,6,2,3,49.998999999999995,0
2,3,2,3,4,2,47.058400000000006,0
4,9,3,5,3,1,73.5273,1
1,1,4,1,5,1,38.2346,0
1,3,2,5,1,4,47.05839999999999,0
4,1,1,2,2,3,38.2375,0
4,7,2,1,4,1,55.882,0
3,3,1,6,4,4,61.765,1
1,4,1,2,5,1,41.175200000000004,0
4,6,1,2,1,3,50.0009,0
3,2,1,5,1,4,47.0599,0
2,10,4,3,2,1,64.70289999999999,1
4,1,1,3,1,3,38.2373,0
4,8,1,2,5,1,61.7639,1
2,10,3,7,5,3,88.232,1
2,9,4,5,1,1,64.7027,1
2,6,2,2,3,1,47.0575,0
3,8,3,5,2,4,73.5284,1
3,1,2,4,2,2,41.177,0
3,3,2,1,1,3,38.236599999999996,0
1,10,2,5,3,2,67.6437,1
2,10,3,1,3,1,58.8212,0
2,5,2,6,5,1,61.7624,1
4,5,1,6,5,1,64.70479999999999,1
3,8,1,6,4,3,73.5279,1
4,7,4,7,5,2,85.29209999999999,1
3,5,3,6,4,2,67.6456,1
3,3,1,4,4,3,52.94160000000001,0
2,7,3,3,2,1,52.93920000000001,0
4,5,3,4,5,4,73.52980000000001,1
4,9,2,7,2,4,82.3518,1
4,1,2,5,5,3,58.8245,0
4,7,2,2,1,4,58.8244,0
2,1,1,4,1,3,35.294799999999995,0
1,3,3,3,1,2,38.23440000000001,0
3,7,3,6,1,1,61.7625,1
2,7,3,7,3,1,67.6439,1
4,7,1,3,1,3,55.8827,0
2,9,1,7,2,3,70.5858,1
1,1,3,7,2,1,44.1157,0
3,10,2,4,3,1,67.6446,1
1,3,2,2,1,1,29.410899999999998,0
4,8,4,7,4,3,88.23349999999998,1
1,3,1,3,1,2,32.3524,0
2,7,1,5,3,3,61.7633,1
3,7,3,5,3,1,64.7038,1
2,4,3,1,5,3,52.941199999999995,0
3,6,4,4,5,1,67.64519999999999,1
1,5,2,3,1,4,47.05839999999999,0
3,3,4,5,5,2,64.705,1
4,5,4,7,4,3,79.4108,1
4,1,3,2,5,3,52.942800000000005,0
1,9,1,3,3,3,58.821600000000004,0
3,2,3,5,5,4,64.7063,1
2,8,1,7,2,4,70.5865,1
3,2,4,7,4,3,67.6464,1
4,5,3,1,5,3,61.7655,1
2,6,2,3,4,4,61.764300000000006,1
3,1,3,7,1,3,52.941199999999995,0
4,10,2,1,4,3,70.58789999999999,1
2,7,1,2,2,3,49.9995,0
2,10,4,7,2,1,76.46649999999998,1
1,1,4,3,4,4,50.0001,0
3,5,1,1,3,2,44.117999999999995,0
1,7,1,3,3,1,47.05660000000001,0
1,5,2,5,1,4,52.94019999999999,0
4,2,1,7,5,4,67.6478,1
1,4,2,3,3,2,44.1165,0
3,6,2,2,2,4,55.88289999999999,0
3,10,2,5,5,4,85.2925,1
1,7,3,3,1,1,47.0564,0
3,6,4,2,3,1,55.8812,0
2,4,3,3,5,2,55.8814,0
2,6,2,2,4,3,55.8818,0
4,3,1,3,1,2,41.1775,0
2,6,2,2,2,1,44.1164,0
3,2,3,3,3,2,47.0591,0
4,9,1,6,2,3,73.5283,1
3,5,1,1,5,2,50.0002,0
4,1,4,2,4,4,55.884299999999996,0
2,4,3,1,1,2,38.2352,0
1,10,1,5,1,2,58.8205,0
4,2,3,4,4,3,58.82440000000001,0
1,6,3,3,1,2,47.057100000000005,0
4,9,1,6,2,2,70.58670000000001,1
3,9,1,1,2,1,49.9989,0
2,3,3,3,3,1,44.1167,0
3,6,4,4,3,1,61.763,1
3,7,4,5,3,4,76.4696,1
2,5,4,3,5,3,64.7049,1
2,2,1,5,1,4,44.1182,0
4,7,3,1,1,1,49.9997,0
4,9,3,6,4,4,88.2341,1
4,3,2,1,5,3,52.9427,0
2,2,3,4,1,2,41.1761,0
3,8,1,6,2,2,64.7041,1
3,8,3,7,2,2,73.527,1
3,2,4,5,5,3,64.7057,1
1,3,1,4,4,4,49.99980000000001,0
2,8,2,2,3,4,61.7641,1
3,8,3,6,1,1,64.7034,1
4,5,2,3,2,3,55.882999999999996,0
3,4,4,5,5,3,70.58749999999999,1
4,8,4,1,4,4,73.52969999999999,1
4,2,2,7,1,1,49.9996,0
4,2,3,3,3,3,52.942400000000006,0
4,4,4,2,5,3,64.70649999999999,1
2,6,1,5,3,2,55.88080000000001,0
4,9,1,1,3,3,61.7649,1
4,10,4,2,2,2,70.58699999999999,1
1,8,2,6,3,4,70.58600000000001,1
4,2,4,5,3,3,61.76519999999999,1
4,1,3,7,2,3,58.824,0
3,3,4,6,5,1,64.7043,1
1,5,4,5,5,2,64.7034,1
2,6,3,6,1,4,64.7047,1
4,7,4,2,3,4,70.5886,1
2,3,1,3,5,2,47.05850000000001,0
4,5,1,4,2,1,49.9997,0
1,6,2,7,4,2,64.703,1
2,1,1,1,4,3,35.2954,0
3,4,1,5,4,3,58.82340000000001,0
1,7,1,5,1,4,55.881,0
3,9,1,5,1,3,64.7046,1
2,10,1,5,1,4,67.6454,1
1,9,2,1,1,1,44.1154,0
3,1,4,1,2,2,38.2363,0
2,9,1,7,1,3,67.6447,1
1,4,1,2,2,3,38.2351,0
1,3,2,3,2,4,44.1177,0
4,2,2,3,1,1,38.236000000000004,0
2,1,2,2,3,1,32.353,0
3,9,3,1,5,2,67.6458,1
3,3,2,6,4,2,58.82280000000001,0
2,3,4,5,4,3,61.7638,1
2,3,2,6,2,1,47.057300000000005,0
1,7,2,3,4,1,52.93870000000001,0
2,8,4,1,2,2,55.8809,0
2,8,2,6,3,2,67.64450000000001,1
2,2,2,4,3,2,44.1173,0
2,7,2,1,1,1,41.1753,0
1,4,1,4,4,1,44.1159,0
1,4,2,7,2,4,58.822199999999995,0
1,10,2,2,4,4,67.64529999999999,1
2,6,4,7,5,3,79.40939999999999,1
3,10,1,3,1,2,58.8221,0
4,7,2,3,1,2,55.8821,0
2,8,3,6,4,1,70.585,1
1,8,2,4,5,1,61.76160000000001,1
4,7,2,2,5,2,64.70559999999999,1
4,10,1,5,1,2,67.64559999999999,1
4,10,4,3,1,4,76.47,1
4,4,2,1,4,4,55.884100000000004,0
4,1,2,3,4,1,44.1184,0
1,1,2,4,2,3,38.2352,0
2,3,1,4,4,3,49.9999,0
2,6,2,2,3,3,52.94069999999999,0
2,5,1,5,5,4,64.7053,1
2,5,1,5,3,3,55.88149999999999,0
2,10,4,6,4,4,88.23259999999999,1
1,7,1,6,4,1,58.82040000000001,0
4,8,4,6,5,1,82.35049999999998,1
2,5,3,7,1,1,55.8799,0
2,1,4,1,4,2,41.1768,0
1,7,2,4,2,3,55.8806,0
3,10,4,1,2,4,70.5876,1
4,6,1,4,2,3,58.82379999999999,0
3,9,3,2,3,3,67.64609999999999,1
3,6,2,6,3,1,61.762800000000006,1
1,10,4,1,1,3,58.8215,0
2,8,4,4,1,2,61.762499999999996,1
3,2,3,2,2,4,47.0603,0
3,4,1,2,1,2,38.2358,0
3,8,2,6,2,4,73.5283,1
4,2,4,5,3,1,55.882,0
4,6,1,1,4,4,58.8249,0
1,1,3,5,5,4,55.882000000000005,0
4,2,3,4,3,4,58.824900000000014,0
3,2,3,3,2,3,47.05959999999999,0
2,10,3,3,1,2,61.76240000000001,1
1,3,2,1,1,1,26.47,0
1,8,1,6,5,4,73.52720000000001,1
1,4,2,3,4,2,47.0576,0
1,3,2,7,3,4,58.8224,0
1,9,3,4,4,1,64.7024,1
4,5,3,7,2,2,67.646,1
1,3,2,3,3,3,44.1172,0
2,9,3,7,3,2,76.46730000000001,1
4,5,3,2,5,3,64.7064,1
3,4,1,3,5,4,58.82430000000001,0
3,1,4,5,4,2,55.8821,0
4,6,3,3,1,2,55.882200000000005,0
2,10,4,4,1,3,70.5859,1
4,6,3,1,1,4,55.8836,0
4,2,4,6,4,1,61.76400000000001,1
3,1,3,4,3,2,47.0591,0
3,1,3,6,1,2,47.0587,0
4,4,2,7,2,2,61.7641,1
1,10,1,1,1,3,49.99849999999999,0
2,4,4,4,3,1,52.9395,0
3,1,4,6,3,1,52.9403,0
2,10,3,6,2,1,70.5846,1
4,1,3,3,2,4,50.001999999999995,0
4,1,3,1,1,2,35.295899999999996,0
1,2,4,3,3,4,49.9999,0
2,10,4,2,2,2,64.7036,1
1,8,1,3,5,2,58.82130000000001,0
2,8,3,4,2,3,64.7042,1
4,10,4,1,3,1,67.64559999999999,1
2,5,2,7,4,2,64.7038,1
2,2,1,7,4,4,58.8233,0
3,6,1,2,5,2,55.882000000000005,0
3,6,4,2,1,1,49.998999999999995,0
2,4,1,4,1,3,44.11749999999999,0
1,5,2,4,4,1,49.9978,0
4,2,3,4,4,3,58.82440000000001,0
3,3,3,4,2,1,47.0582,0
4,3,1,4,1,3,47.06,0
3,6,3,7,5,2,76.4685,1
3,1,1,6,3,3,50.0005,0
3,5,4,5,5,2,70.5868,1
4,5,3,4,1,2,55.882200000000005,0
4,1,2,1,3,3,41.17869999999999,0
1,5,3,2,3,1,44.1159,0
3,10,2,3,2,2,64.7042,1
4,10,3,7,5,3,94.1154,1
3,9,2,4,3,2,67.6453,1
3,8,2,1,5,2,61.7639,1
2,10,3,5,3,3,76.468,1
3,8,2,3,2,4,64.7056,1
3,10,2,6,1,1,67.6442,1
4,8,1,3,4,1,61.7637,1
3,7,4,3,1,4,64.70559999999999,1
2,8,1,1,2,3,49.9995,0
2,9,3,4,1,2,61.76240000000001,1
3,5,3,6,3,3,67.64609999999999,1
4,3,2,7,4,4,70.5886,1
4,7,4,1,3,1,58.8229,0
1,9,4,6,2,4,76.46780000000001,1
3,4,4,7,3,3,70.58709999999999,1
3,10,2,5,2,2,70.586,1
4,7,4,6,1,1,67.64519999999999,1
4,8,3,4,5,4,82.3525,1
3,7,2,1,5,4,64.7062,1
3,1,3,2,5,4,52.9427,0
3,5,4,7,5,4,82.3518,1
4,1,2,1,4,2,41.178200000000004,0
1,7,1,4,2,4,55.88120000000001,0
2,7,3,2,5,3,64.7048,1
2,5,3,6,3,3,64.70439999999999,1
4,7,4,6,5,4,88.2344,1
3,6,1,2,3,4,55.88300000000001,0
4,9,2,4,5,1,73.52759999999999,1
3,5,3,4,2,4,61.764799999999994,1
2,10,4,4,1,3,70.5859,1
2,3,1,1,2,2,32.3534,0
1,5,2,7,2,2,55.8799,0
3,6,1,3,5,2,58.822900000000004,0
1,7,4,1,3,3,55.881,0
2,10,2,3,3,4,70.58680000000001,1
3,7,2,7,1,1,61.7624,1
3,9,2,1,5,1,61.7632,1
3,10,1,2,2,2,58.8223,0
2,1,2,7,2,3,49.9996,0
4,2,2,5,5,4,64.70700000000001,1
4,9,3,5,2,1,70.58619999999999,1
2,2,4,6,5,1,58.8217,0
3,4,3,1,5,2,52.941300000000005,0
4,6,3,3,3,4,67.64760000000001,1
2,1,4,4,3,1,44.116800000000005,0
4,9,2,2,5,1,67.64579999999998,1
3,5,2,7,4,3,70.5871,1
2,3,4,4,1,2,47.058,0
1,1,3,1,3,2,32.353,0
2,4,1,5,1,1,41.1752,0
1,9,1,7,1,4,67.6446,1
1,6,4,3,5,3,64.7041,1
3,7,2,7,2,3,70.5867,1
2,7,4,7,4,3,79.4092,1
3,7,4,2,5,3,70.58749999999999,1
4,10,4,6,5,3,94.11549999999998,1
4,9,3,4,2,2,70.5869,1
4,8,1,1,3,2,55.882400000000004,0
1,4,4,2,5,4,58.82300000000001,0
4,3,3,5,5,1,61.764100000000006,1
1,5,1,5,3,4,55.8814,0
4,5,4,5,4,2,70.58739999999999,1
3,2,2,3,3,2,44.1181,0
3,3,3,6,5,2,64.70490000000001,1
3,3,3,4,3,3,55.88249999999999,0
4,3,2,1,5,3,52.9427,0
1,9,1,3,5,2,61.76220000000001,1
2,4,4,6,5,3,70.5867,1
1,5,2,4,5,2,55.8805,0
1,9,4,3,4,4,73.5273,1
2,9,2,7,5,2,79.4085,1
1,2,3,4,5,1,47.0572,0
1,2,3,4,3,4,49.99980000000001,0
3,2,2,2,5,2,47.059400000000004,0
3,9,4,7,5,1,85.29059999999998,1
1,7,2,3,2,3,52.9397,0
3,4,2,5,3,3,58.8233,0
1,7,4,1,2,2,49.9983,0
1,2,4,5,4,4,58.8228,0
1,9,2,6,5,3,76.4675,1
1,7,4,7,4,4,79.40910000000001,1
1,5,3,2,4,3,52.940200000000004,0
4,10,1,6,4,3,82.3514,1
1,10,3,7,4,4,85.2908,1
4,1,1,6,5,3,58.8244,0
3,8,3,3,2,2,61.763400000000004,1
2,8,4,4,3,1,64.70309999999999,1
1,10,2,2,4,2,61.7621,1
1,1,3,5,2,4,47.0587,0
2,7,3,3,3,4,64.70510000000002,1
1,4,3,2,3,4,49.99980000000001,0
2,3,1,6,5,3,58.8228,0
1,3,2,2,1,4,38.235699999999994,0
4,3,4,4,5,3,67.64739999999999,1
3,7,3,6,3,4,76.46950000000001,1
3,3,3,1,5,3,52.94199999999999,0
2,9,4,7,4,4,88.23259999999999,1
3,3,2,1,5,1,44.1178,0
3,5,4,4,4,2,64.70479999999999,1
1,6,2,1,4,1,44.11600000000001,0
4,10,3,4,2,3,76.4694,1
4,3,1,2,2,4,47.060900000000004,0
1,6,4,3,3,4,61.76350000000001,1
2,1,3,5,1,3,44.1177,0
3,7,2,6,1,2,61.7631,1
4,2,1,2,3,4,47.06110000000001,0
2,9,1,6,5,4,79.40980000000002,1
2,1,4,2,1,2,35.2944,0
1,9,3,4,2,2,61.761799999999994,1
4,7,2,5,4,4,76.4704,1
4,4,1,7,3,4,67.6474,1
1,8,4,7,2,4,76.46780000000001,1
4,2,3,1,2,2,41.1779,0
3,8,1,3,2,4,61.7646,1
4,8,3,2,4,1,64.70479999999999,1
3,6,3,6,4,4,76.4697,1
3,1,1,4,4,4,50.001400000000004,0
3,9,3,1,2,2,58.8225,0
4,2,1,6,2,4,55.8836,0
3,9,1,7,4,4,82.35130000000001,1
2,6,2,2,5,1,52.9397,0
4,7,4,1,1,4,61.76549999999999,1
1,2,3,6,2,4,52.9405,0
2,3,1,5,4,2,49.99920000000001,0
1,6,2,4,2,4,55.88130000000001,0
2,10,3,3,1,3,64.70400000000001,1
2,6,3,7,4,4,76.4689,1
4,3,1,1,1,1,32.354099999999995,0
2,3,1,2,2,4,41.1775,0
3,8,2,6,5,4,82.3516,1
3,5,3,5,2,3,61.764099999999985,1
4,8,3,3,5,2,73.5284,1
3,2,3,7,3,2,58.8227,0
3,5,2,4,2,2,52.9406,0
2,4,2,5,3,4,58.8232,0
1,7,4,6,1,3,64.7033,1
1,4,4,7,4,1,61.7616,1
2,10,3,2,4,3,70.5864,1
3,7,4,4,1,4,67.64649999999999,1
4,5,4,4,2,2,61.76429999999999,1
4,6,4,1,1,3,55.882999999999996,0
1,10,2,2,4,3,64.7037,1
4,4,2,5,1,3,55.8828,0
3,1,4,6,1,2,49.9997,0
2,10,3,4,2,4,73.5276,1
1,2,2,7,2,3,49.9988,0
3,6,3,2,2,2,52.9407,0
2,1,2,6,4,1,47.057700000000004,0
4,7,2,7,4,4,82.3522,1
4,8,1,5,5,2,73.5282,1
1,7,1,2,2,2,44.1162,0
4,2,2,4,4,4,58.825,0
3,8,3,7,2,2,73.527,1
4,8,1,6,2,3,70.5874,1
1,3,3,1,1,4,38.2358,0
4,3,3,6,5,2,67.6466,1
2,10,4,4,1,2,67.64429999999999,1
3,4,3,4,3,2,55.8818,0
4,6,3,1,5,4,67.64800000000001,1
1,1,3,7,2,4,52.9405,0
1,8,3,3,2,2,55.879999999999995,0
2,9,4,4,5,1,73.52619999999999,1
4,3,1,1,2,3,41.178399999999996,0
2,1,4,1,3,1,35.2941,0
3,8,3,6,3,4,79.41040000000001,1
4,1,1,6,3,4,55.88380000000001,0
1,1,2,3,5,3,44.117599999999996,0
2,3,4,2,2,1,41.1757,0
1,5,3,4,2,3,52.93979999999999,0
4,10,1,6,1,4,76.4697,1
2,3,2,5,4,3,55.8818,0
3,7,2,3,5,1,61.763200000000005,1
4,2,3,6,1,3,55.88290000000001,0
2,2,2,5,1,2,41.175999999999995,0
3,2,1,2,3,3,41.17779999999999,0
2,3,1,5,4,3,52.94080000000001,0
4,8,1,3,4,1,61.7637,1
3,5,1,7,2,4,64.7055,1
4,7,1,7,4,2,73.528,1
4,7,2,1,3,4,61.765699999999995,1
1,6,1,6,2,3,55.8805,0
2,1,4,1,4,2,41.1768,0
3,6,2,4,1,4,58.8236,0
2,4,3,1,5,4,55.8828,0
2,9,2,2,1,1,49.998,0
2,7,3,1,5,1,55.880700000000004,0
4,3,4,5,1,1,52.94069999999999,0
3,7,1,2,5,4,64.7061,1
4,2,2,2,2,3,44.1194,0
3,9,1,1,3,3,58.8232,0
4,10,4,2,2,1,67.64539999999998,1
2,3,2,5,4,1,49.9986,0
4,5,3,5,2,1,58.8226,0
1,4,2,5,4,3,55.881,0
2,7,2,2,5,2,58.8222,0
1,8,2,1,1,1,41.1745,0
3,7,3,6,1,1,61.7625,1
2,2,2,4,5,1,47.0579,0
3,8,4,5,3,1,70.58569999999999,1
3,9,1,6,4,3,76.4688,1
4,4,2,7,5,4,76.4706,1
3,8,4,6,3,4,82.3514,1
2,1,3,7,3,4,58.8233,0
4,7,2,3,4,4,70.5886,1
3,8,3,7,3,4,82.35130000000001,1
1,9,4,5,4,2,73.5259,1
2,6,3,7,5,4,79.41000000000001,1
3,10,4,3,1,4,73.52829999999999,1
1,10,4,4,2,2,67.6437,1
1,1,2,5,1,3,38.235,0
2,5,2,2,4,4,55.88249999999999,0
4,10,1,6,2,2,73.5276,1
4,1,2,7,1,1,47.0587,0
3,5,1,7,4,3,67.6461,1
4,6,2,3,1,4,58.8244,0
4,6,1,2,4,4,61.7658,1
2,7,1,1,2,4,50.00020000000001,0
2,7,3,7,2,1,64.7028,1
2,3,1,6,4,3,55.88170000000001,0
1,8,3,7,4,3,76.4674,1
3,8,4,6,1,3,73.52759999999999,1
1,4,1,7,2,4,55.88120000000001,0
4,4,3,7,3,2,67.64620000000001,1
3,9,4,2,4,1,67.64499999999998,1
3,5,2,6,4,1,61.763000000000005,1
3,2,1,7,2,2,49.9996,0
3,10,2,2,4,2,67.6455,1
1,1,3,7,1,2,44.1162,0
3,5,1,6,5,3,67.6463,1
2,8,3,2,3,3,61.76349999999999,1
3,7,4,5,3,3,73.52799999999999,1
1,1,2,3,1,4,35.294799999999995,0
2,8,4,3,5,4,76.4692,1
1,4,1,1,1,4,35.2947,0
1,6,4,7,4,1,67.6434,1
3,7,2,3,2,1,52.9399,0
1,5,3,5,5,1,58.8208,0
4,1,4,2,5,3,55.883799999999994,0
1,6,2,7,3,3,64.7035,1
3,8,2,4,1,4,64.7054,1
1,10,2,6,2,4,73.52669999999999,1
2,5,3,3,3,3,55.881699999999995,0
3,4,4,4,3,2,58.8228,0
4,9,4,5,2,2,76.46879999999999,1
3,10,3,5,4,2,79.4092,1
1,10,1,1,2,2,49.998,0
1,1,4,6,1,2,44.1163,0
3,2,4,1,5,4,55.883700000000005,0
2,7,4,5,2,1,61.76199999999999,1
2,8,3,3,3,2,61.76280000000001,1
4,9,4,5,3,2,79.4099,1
3,6,2,4,5,2,64.7048,1
4,6,4,5,3,3,73.5288,1
2,4,2,3,1,1,38.234399999999994,0
2,8,3,4,4,2,67.6448,1
1,7,4,7,4,3,76.4675,1
4,8,1,5,5,2,73.5282,1
1,1,1,6,2,2,38.2344,0
1,2,1,3,4,4,44.117999999999995,0
2,9,1,1,5,3,61.7637,1
2,1,2,2,5,3,44.118399999999994,0
1,1,3,1,5,3,41.1768,0
3,7,1,4,5,1,61.7631,1
2,6,1,6,4,3,64.7044,1
1,6,3,7,3,4,70.58610000000002,1
1,10,1,5,4,4,73.527,1
1,6,4,6,4,4,73.52730000000001,1
3,6,1,7,2,4,67.6464,1
4,2,4,5,1,3,55.882999999999996,0
2,6,4,2,4,4,64.7054,1
4,3,1,5,4,1,52.941,0
3,5,1,4,1,1,44.1169,0
3,9,3,4,1,3,67.6457,1
1,4,3,1,5,1,44.1163,0
2,4,4,5,3,2,58.822,0
2,6,2,3,5,4,64.70540000000001,1
4,10,3,7,5,4,97.057,1
4,6,2,3,3,3,61.765,1
4,5,2,6,4,1,64.7047,1
4,10,4,6,2,4,88.23379999999999,1
2,10,4,7,3,2,82.3492,1
1,1,1,1,4,2,29.412100000000002,0
3,9,2,6,4,3,79.40979999999999,1
